let,num
旭,1
余,1
部,11
荒,1
塚,1
内,2
丸,1
宇,1
津,3
根,1
馬,3
路,2
追,1
分,2
大,12
井,8
町,84
か,1
す,1
み,1
ケ,13
丘,11
北,5
金,3
岐,3
小,4
土,2
田,17
並,2
河,6
南,6
上,1
矢,4
原,10
林,5
尻,1
勝,1
島,2
古,2
世,2
京,1
呉,1
服,1
紺,1
屋,2
塩,1
篠,13
堀,2
駅,1
前,5
王,1
子,1
柏,1
浄,1
法,2
寺,4
野,17
条,4
広,2
見,1
晴,1
森,1
山,4
本,12
夕,1
日,3
下,1
新,1
曽,9
我,9
穴,2
太,2
犬,2
飼,1
春,1
重,1
利,1
中,4
西,17
貴,1
千,16
歳,4
国,1
毘,1
沙,1
門,1
代,10
川,17
今,1
関,1
ノ,2
庄,1
高,1
拝,1
吉,4
台,10
湯,2
突,1
抜,1
郷,1
竪,2
つ,18
じ,9
雲,1
仙,1
霧,1
五,1
月,1
美,1
別,17
院,17
甘,1
槻,1
神,3
地,1
牧,1
万,1
願,1
柚,1
笑,1
旅,1
籠,1
畑,5
稗,7
芦,1
奥,1
柿,1
花,1
佐,1
伯,1
天,1
鹿,1
谷,4
東,20
曙,1
都,1
栢,1
鎌,1
倉,3
泉,1
掛,2
梅,10
赤,1
熊,2
松,2
保,1
手,1
加,2
舎,2
平,1
葉,1
桜,1
三,1
宅,1
宮,4
猪,1
安,1
柳,1
横,1
